mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,0.019311904907226562,0.010013580322265625,0.012159347534179688
mps-uncap,0.9,0.0247955322265625,0.010728836059570312,0.011205673217773438
mps-uncap,1.0,0.020503997802734375,0.010967254638671875,0.011682510375976562
mps-uncap,0.5,0.016450881958007812,0.011205673217773438,0.011444091796875
mps-uncap,0.6,0.015735626220703125,0.010967254638671875,0.011205673217773438
mps-uncap,0.7,0.018596649169921875,0.010728836059570312,0.009298324584960938
mps-uncap,0.1,0.02956390380859375,0.019788742065429688,0.019788742065429688
mps-uncap,0.2,0.025510787963867188,0.010967254638671875,0.01430511474609375
mps-uncap,0.3,0.025033950805664062,0.011682510375976562,0.011205673217773438
mps-uncap,0.4,0.018358230590820312,0.010967254638671875,0.011444091796875
