mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,48.922061920166016,2.298593521118164,10.699748992919922
mps-uncap,0.9,48.305511474609375,2.3193359375,10.701894760131836
mps-uncap,1.0,49.60775375366211,2.2957324981689453,10.721921920776367
mps-uncap,0.5,48.28810691833496,2.3555755615234375,10.631799697875977
mps-uncap,0.6,48.245906829833984,2.31170654296875,10.681867599487305
mps-uncap,0.7,48.39611053466797,2.2842884063720703,10.6658935546875
mps-uncap,0.1,48.17509651184082,2.492189407348633,10.668277740478516
mps-uncap,0.2,48.17008972167969,2.344369888305664,10.672330856323242
mps-uncap,0.3,48.073768615722656,2.3336410522460938,10.647296905517578
mps-uncap,0.4,48.29692840576172,2.3398399353027344,10.650396347045898
