mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,742.7914142608643,239.7134304046631,203.95851135253906
mps-uncap,0.9,886.2659931182861,404.8454761505127,352.31661796569824
mps-uncap,1.0,1471.98486328125,512.7832889556885,341.42208099365234
mps-uncap,0.5,309.7677230834961,49.527645111083984,69.61917877197266
mps-uncap,0.6,220.54696083068848,67.13318824768066,82.85927772521973
mps-uncap,0.7,420.99809646606445,95.3516960144043,147.07040786743164
mps-uncap,0.1,79.2849063873291,21.65985107421875,23.462295532226562
mps-uncap,0.2,167.78087615966797,32.54961967468262,42.34170913696289
mps-uncap,0.3,168.56050491333008,26.8707275390625,56.258440017700195
mps-uncap,0.4,172.78718948364258,36.98134422302246,81.43496513366699
