mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,120.12529373168945,13.90993595123291,23.337364196777344
mps-uncap,0.9,231.59945011138916,30.029773712158203,45.53031921386719
mps-uncap,1.0,283.3888530731201,58.007240295410156,53.487539291381836
mps-uncap,0.5,68.32575798034668,6.384015083312988,11.266231536865234
mps-uncap,0.6,78.2616138458252,7.420063018798828,14.34636116027832
mps-uncap,0.7,105.38578033447266,8.805513381958008,18.362045288085938
mps-uncap,0.1,48.564910888671875,6.106376647949219,10.862469673156738
mps-uncap,0.2,50.09603500366211,5.99217414855957,10.871410369873047
mps-uncap,0.3,57.929277420043945,6.092667579650879,10.861873626708984
mps-uncap,0.4,64.45693969726562,6.178140640258789,10.89787483215332
