mode,load,0_efficientnet_b7-32,1_mobilenet_v3_small-2,2_vgg19-16
mps-uncap,0.8,125.42486190795898,29.460668563842773,23.64635467529297
mps-uncap,0.9,123.92067909240723,29.672622680664062,23.653030395507812
mps-uncap,1.0,132.0645809173584,28.803586959838867,23.85401725769043
mps-uncap,0.5,122.42889404296875,26.323795318603516,22.183656692504883
mps-uncap,0.6,125.52428245544434,24.137258529663086,23.05126190185547
mps-uncap,0.7,128.28803062438965,27.868270874023438,23.075103759765625
mps-uncap,0.1,75.57320594787598,21.634578704833984,19.95992660522461
mps-uncap,0.2,107.0706844329834,24.29986000061035,22.092342376708984
mps-uncap,0.3,106.75668716430664,25.708913803100586,21.857500076293945
mps-uncap,0.4,121.04940414428711,26.174068450927734,22.078752517700195
