mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,65.83776473999025,108.73866081237793,283.37440490722685
mps-uncap,0.9,526.9062757492065,235.2487564086914,1689.716386795044
mps-uncap,1.0,3718.6323165893555,2853.240489959717,7969.001293182373
mps-uncap,0.5,20.65486907958985,18.73316764831543,12.043905258178711
mps-uncap,0.6,39.432525634765625,35.94832420349121,18.088912963867195
mps-uncap,0.7,42.40198135375978,69.62840557098389,31.150579452514656
mps-uncap,0.1,0.05497932434082039,2.835011482238771,2.051639556884768
mps-uncap,0.2,13.546895980834961,13.154387474060059,6.468057632446289
mps-uncap,0.3,17.91539192199708,13.97037506103516,8.102154731750488
mps-uncap,0.4,18.523454666137695,19.06442642211914,10.133671760559086
