mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,20.431041717529297,16.92032814025879,5.891561508178711
mps-uncap,0.9,20.453929901123047,17.42696762084961,6.196498870849609
mps-uncap,1.0,21.535158157348633,17.788410186767578,6.426334381103516
mps-uncap,0.5,20.39647102355957,16.8764591217041,5.875349044799805
mps-uncap,0.6,20.5233097076416,16.64900779724121,5.900859832763672
mps-uncap,0.7,20.003080368041992,16.894102096557617,5.872011184692383
mps-uncap,0.1,20.483016967773438,17.239093780517578,6.241559982299805
mps-uncap,0.2,20.260095596313477,16.9219970703125,6.2007904052734375
mps-uncap,0.3,20.187854766845703,16.79229736328125,5.887746810913086
mps-uncap,0.4,20.659446716308594,16.932249069213867,5.910396575927734
