mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,20.71070671081543,17.203092575073242,5.9223175048828125
mps-uncap,0.9,20.795583724975586,17.969846725463867,6.27899169921875
mps-uncap,1.0,23.25606346130371,19.49906349182129,7.89952278137207
mps-uncap,0.5,20.519733428955078,16.916990280151367,5.92041015625
mps-uncap,0.6,20.5841064453125,16.7543888092041,5.927324295043945
mps-uncap,0.7,20.163774490356445,17.124414443969727,5.893945693969727
mps-uncap,0.1,20.871400833129883,17.41933822631836,6.256103515625
mps-uncap,0.2,20.61152458190918,17.206430435180664,6.221294403076172
mps-uncap,0.3,20.318269729614258,16.89887046813965,6.218671798706055
mps-uncap,0.4,20.741939544677734,17.274856567382812,5.935907363891602
