mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,152.7703285217286,242.7388548851013,418.74116897583053
mps-uncap,0.9,812.1143746376035,379.3352603912354,1836.898880004883
mps-uncap,1.0,3959.5645618438725,3473.8390350341797,8925.282001495361
mps-uncap,0.5,70.32685279846189,63.02156209945674,32.98357009887695
mps-uncap,0.6,105.99093437194828,102.9665017127994,46.11444473266599
mps-uncap,0.7,113.10235023498525,220.155265331267,60.214757919311495
mps-uncap,0.1,46.10151767730715,51.408975124359145,19.477663040161122
mps-uncap,0.2,49.182419776916504,46.24459743499754,23.995149135589585
mps-uncap,0.3,65.55753707885744,45.63664436340332,27.8171968460083
mps-uncap,0.4,66.98108673095689,61.01248264312751,29.9767518043518
