mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,191.8632984161377,272.71509170532227,471.34995460510254
mps-uncap,0.9,902.6563167572021,465.8694267272949,1883.0626010894775
mps-uncap,1.0,4066.789388656616,3529.0441513061523,9050.628662109375
mps-uncap,0.5,87.71491050720215,95.16763687133789,54.18562889099121
mps-uncap,0.6,146.9712257385254,146.21996879577637,68.96066665649414
mps-uncap,0.7,138.11373710632324,316.59626960754395,93.79124641418457
mps-uncap,0.1,50.165414810180664,56.03456497192383,24.273157119750977
mps-uncap,0.2,67.33417510986328,49.154043197631836,36.7579460144043
mps-uncap,0.3,80.63673973083496,61.782121658325195,45.89581489562988
mps-uncap,0.4,114.81189727783203,86.10415458679199,44.32964324951172
