mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,26.784563064575195,25.784850120544434,9.378242492675783
mps-uncap,0.9,33.246660232543945,27.01864242553711,9.042596817016602
mps-uncap,1.0,33.38131904602051,26.623868942260742,9.058475494384766
mps-uncap,0.5,27.489566802978516,23.48332405090333,9.165716171264648
mps-uncap,0.6,25.978803634643555,24.78656768798828,9.583139419555666
mps-uncap,0.7,26.354527473449707,25.29137134552002,9.424114227294922
mps-uncap,0.1,36.797165870666504,31.153297424316406,10.53571701049805
mps-uncap,0.2,25.73373317718506,25.62856674194336,9.718537330627441
mps-uncap,0.3,25.31576156616211,23.43454360961914,9.901070594787598
mps-uncap,0.4,24.941015243530273,23.19645881652832,9.876203536987305
