mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,0.011682510375976562,0.012159347534179688,0.009775161743164062
mps-uncap,0.9,0.012159347534179688,0.012159347534179688,0.010013580322265625
mps-uncap,1.0,0.012636184692382812,0.013113021850585938,0.012636184692382812
mps-uncap,0.5,0.012159347534179688,0.009775161743164062,0.009775161743164062
mps-uncap,0.6,0.01239776611328125,0.012159347534179688,0.0095367431640625
mps-uncap,0.7,0.012159347534179688,0.011444091796875,0.009298324584960938
mps-uncap,0.1,0.014781951904296875,0.012636184692382812,0.013113021850585938
mps-uncap,0.2,0.012636184692382812,0.012636184692382812,0.011444091796875
mps-uncap,0.3,0.012159347534179688,0.01239776611328125,0.011205673217773438
mps-uncap,0.4,0.012636184692382812,0.012159347534179688,0.0095367431640625
