mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,39.80660438537598,46.253323554992676,42.236328125
mps-uncap,0.9,263.80670070648193,121.90580368041992,265.7480239868164
mps-uncap,1.0,2690.847396850586,1176.59330368042,4054.985284805298
mps-uncap,0.5,24.95598793029785,21.096229553222656,9.322166442871094
mps-uncap,0.6,26.28183364868164,25.20310878753662,11.781454086303711
mps-uncap,0.7,27.584195137023926,32.251715660095215,15.924453735351562
mps-uncap,0.1,26.105403900146484,25.043368339538574,9.587526321411133
mps-uncap,0.2,23.21159839630127,20.018577575683594,9.170889854431152
mps-uncap,0.3,23.326396942138672,20.20704746246338,9.054064750671387
mps-uncap,0.4,23.63729476928711,21.592378616333008,9.602189064025879
