mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,90.51213264465332,133.20374488830566,291.0593032836916
mps-uncap,0.9,557.252597808838,261.02166175842285,1698.1683731079102
mps-uncap,1.0,3751.1805057525635,2879.1748046875,7977.256536483765
mps-uncap,0.5,43.60542297363282,37.95287609100344,19.910669326782234
mps-uncap,0.6,62.917113304138184,56.295037269592285,25.872182846069343
mps-uncap,0.7,66.77746772766115,90.70007801055907,38.8448715209961
mps-uncap,0.1,37.12687492370606,31.527948379516598,12.392234802246094
mps-uncap,0.2,35.35346984863281,32.0814847946167,15.207767486572266
mps-uncap,0.3,38.69080543518068,32.592129707336454,16.368031501770023
mps-uncap,0.4,41.13898277282715,38.54060173034668,18.32284927368164
