mode,load,0_densenet201-8,1_efficientnet_b6-2,2_mobilenet_v2-32
mps-uncap,0.8,25.43473243713379,23.51212501525879,7.906198501586914
mps-uncap,0.9,32.213807106018066,25.520801544189453,7.909297943115234
mps-uncap,1.0,32.473087310791016,25.33125877380371,8.02159309387207
mps-uncap,0.5,22.807598114013672,19.066929817199707,7.157325744628906
mps-uncap,0.6,23.260116577148438,20.285844802856445,7.437944412231445
mps-uncap,0.7,23.895621299743652,21.38698101043701,7.597446441650391
mps-uncap,0.1,24.72686767578125,21.837949752807617,9.370565414428711
mps-uncap,0.2,22.603988647460938,19.31476593017578,8.738160133361816
mps-uncap,0.3,22.231698036193848,19.138097763061523,8.294820785522461
mps-uncap,0.4,22.444844245910645,19.142627716064453,7.582426071166992
