mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,100.74459075927723,20.00272274017331,23.091499805450443
mps-uncap,0.9,184.32126045227048,54.14169311523431,24.122817516326908
mps-uncap,1.0,794.1396331787108,90.4136610031128,60.13454675674428
mps-uncap,0.5,38.36543321609497,11.147990226745604,12.716250419616683
mps-uncap,0.6,45.195260047912626,11.544027328491193,11.799035072326664
mps-uncap,0.7,67.61904239654542,13.395643234252919,14.239530563354492
mps-uncap,0.1,24.523985385894775,6.698000431060778,9.151742458343476
mps-uncap,0.2,27.435464859008725,12.115242481231684,14.105353355407717
mps-uncap,0.3,27.59731292724617,13.124275207519496,14.681110382080076
mps-uncap,0.4,30.65181970596314,11.825075149536133,14.577555656433038
