mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,12.891483306884766,2.3953914642333984,2.9654502868652344
mps-uncap,0.9,12.870216369628906,2.3856163024902344,2.9332637786865234
mps-uncap,1.0,12.946367263793945,2.3674964904785156,2.9244422912597656
mps-uncap,0.5,14.544844627380373,3.6690235137939453,4.633593559265137
mps-uncap,0.6,13.839006423950195,2.4595260620117188,3.3690690994262695
mps-uncap,0.7,13.019704818725588,2.3648738861083984,3.012561798095703
mps-uncap,0.1,28.57375144958496,5.959272384643555,7.224178314208984
mps-uncap,0.2,21.475648880004883,5.849051475524902,7.04803466796875
mps-uncap,0.3,20.433664321899414,5.209445953369141,6.481647491455078
mps-uncap,0.4,15.222907066345215,3.912115097045899,5.303621292114258
