mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,157.49597549438477,40.25387763977051,37.6591682434082
mps-uncap,0.9,248.49224090576172,72.98398017883301,37.108421325683594
mps-uncap,1.0,858.8793277740479,103.06072235107422,94.29025650024414
mps-uncap,0.5,75.64258575439453,21.668672561645508,27.472257614135742
mps-uncap,0.6,81.30764961242676,24.679183959960938,24.4443416595459
mps-uncap,0.7,105.1168441772461,25.530576705932617,29.786348342895508
mps-uncap,0.1,51.406145095825195,18.89634132385254,20.41339874267578
mps-uncap,0.2,56.49518966674805,21.837711334228516,32.62019157409668
mps-uncap,0.3,58.40253829956055,26.20983123779297,30.74932098388672
mps-uncap,0.4,54.56113815307617,25.96449851989746,28.421640396118164
