mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,11.966943740844727,2.213001251220703,2.747774124145508
mps-uncap,0.9,12.11404800415039,2.218008041381836,2.7124881744384766
mps-uncap,1.0,12.336254119873047,2.2056102752685547,2.7740001678466797
mps-uncap,0.5,11.925697326660156,2.1817684173583984,2.772092819213867
mps-uncap,0.6,11.972188949584961,2.2161006927490234,2.695798873901367
mps-uncap,0.7,11.509418487548828,2.1779537200927734,2.7256011962890625
mps-uncap,0.1,12.167215347290039,2.2890567779541016,2.7551651000976562
mps-uncap,0.2,11.878013610839844,2.2840499877929688,2.6900768280029297
mps-uncap,0.3,11.819601058959961,2.1762847900390625,2.7518272399902344
mps-uncap,0.4,11.857032775878906,2.222776412963867,2.708911895751953
