mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,50.51903724670409,9.985351562500009,11.117744445800785
mps-uncap,0.9,115.74029922485352,22.158145904541016,13.126134872436523
mps-uncap,1.0,603.4835338592529,55.56068420410158,35.624146461486845
mps-uncap,0.5,19.006419181823734,4.541635513305664,5.707764625549317
mps-uncap,0.6,22.867012023925785,5.11150360107422,5.200242996215819
mps-uncap,0.7,30.44648170471192,6.613492965698242,7.040691375732423
mps-uncap,0.1,8.645176887512207,3.047943115234375,4.003524780273432
mps-uncap,0.2,12.06250190734863,5.772018432617189,6.248760223388671
mps-uncap,0.3,13.27672004699708,6.22105598449707,6.976985931396485
mps-uncap,0.4,14.830946922302246,5.789327621459962,6.845426559448243
