mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,12.386798858642578,2.29644775390625,2.828836441040039
mps-uncap,0.9,12.591838836669922,2.296924591064453,2.797365188598633
mps-uncap,1.0,12.71677017211914,2.2802352905273438,2.8324127197265625
mps-uncap,0.5,12.28034496307373,2.3009777069091797,2.8939247131347656
mps-uncap,0.6,12.260913848876953,2.3152828216552734,2.804279327392578
mps-uncap,0.7,11.949539184570312,2.255678176879883,2.813577651977539
mps-uncap,0.1,21.22485637664795,5.48398494720459,6.646513938903809
mps-uncap,0.2,16.35444164276123,5.283594131469727,6.2808990478515625
mps-uncap,0.3,13.28897476196289,3.6935806274414062,4.626274108886719
mps-uncap,0.4,12.281656265258789,3.5691261291503906,4.43577766418457
