mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,11.808156967163086,2.1886825561523438,2.7027130126953125
mps-uncap,0.9,12.01319694519043,2.1810531616210938,2.6695728302001953
mps-uncap,1.0,12.044429779052734,2.167224884033203,2.718687057495117
mps-uncap,0.5,11.837959289550781,2.1529197692871094,2.7103424072265625
mps-uncap,0.6,11.877059936523438,2.191781997680664,2.6738643646240234
mps-uncap,0.7,11.401176452636719,2.138853073120117,2.6891231536865234
mps-uncap,0.1,12.019872665405273,2.2344589233398438,2.737760543823242
mps-uncap,0.2,11.722087860107422,2.232074737548828,2.6459693908691406
mps-uncap,0.3,11.650800704956055,2.1233558654785156,2.699613571166992
mps-uncap,0.4,11.723756790161133,2.1789073944091797,2.649545669555664
