mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,26.614904403686523,4.904031753540039,5.379199981689453
mps-uncap,0.9,45.77827453613281,8.142948150634766,6.477594375610352
mps-uncap,1.0,353.5802364349365,16.16048812866211,12.896537780761719
mps-uncap,0.5,14.940977096557617,3.3779144287109375,4.423379898071289
mps-uncap,0.6,16.669273376464844,3.3416748046875,4.061579704284668
mps-uncap,0.7,19.2105770111084,3.841400146484375,4.408121109008789
mps-uncap,0.1,21.575093269348145,5.639433860778809,6.872057914733887
mps-uncap,0.2,20.4160213470459,5.655527114868164,6.688117980957031
mps-uncap,0.3,15.093564987182617,5.151510238647461,6.238460540771484
mps-uncap,0.4,14.811158180236816,4.043817520141602,5.241155624389648
