mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,16.066551208496094,3.652334213256836,4.789590835571289
mps-uncap,0.9,15.305757522583008,3.750324249267578,4.734277725219727
mps-uncap,1.0,14.954566955566406,3.463268280029297,3.9911270141601562
mps-uncap,0.5,21.999120712280273,5.447864532470703,6.486654281616211
mps-uncap,0.6,16.344308853149414,5.163669586181641,6.354093551635742
mps-uncap,0.7,15.909433364868164,3.8919448852539062,5.659580230712891
mps-uncap,0.1,32.67073631286621,6.70933723449707,8.285999298095703
mps-uncap,0.2,32.5932502746582,8.656501770019531,8.530378341674805
mps-uncap,0.3,28.425931930541992,7.224559783935547,8.150815963745117
mps-uncap,0.4,22.20010757446289,5.892515182495117,8.201837539672852
