mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,14.498748779296873,2.514362335205078,3.1788086891174325
mps-uncap,0.9,13.973865509033201,2.486035823822021,3.0713725090026855
mps-uncap,1.0,13.128776550292969,2.4633407592773438,3.043651580810547
mps-uncap,0.5,19.880545139312744,4.030022621154783,5.499563217163085
mps-uncap,0.6,15.41231155395508,3.786478042602539,4.7086358070373535
mps-uncap,0.7,14.71329927444458,2.825641632080072,4.488759040832518
mps-uncap,0.1,30.246829986572266,6.46216869354248,7.951798439025878
mps-uncap,0.2,25.002918243408153,6.447343826293945,7.703871726989746
mps-uncap,0.3,21.69299125671387,5.905389785766599,7.30100154876709
mps-uncap,0.4,21.090805530548096,5.288119316101074,6.526288986206054
