mode,load,0_densenet201-4,1_mobilenet_v2-4,2_mobilenet_v3_large-4
mps-uncap,0.8,144.90294456481934,37.95003890991211,34.85679626464844
mps-uncap,0.9,235.83030700683594,70.6949234008789,34.3174934387207
mps-uncap,1.0,845.999002456665,100.66795349121094,91.45832061767578
mps-uncap,0.5,63.51900100708008,19.0885066986084,24.693012237548828
mps-uncap,0.6,69.02289390563965,22.32074737548828,21.625518798828125
mps-uncap,0.7,93.30940246582031,23.144006729125977,26.25751495361328
mps-uncap,0.1,35.59732437133789,13.69166374206543,13.956069946289062
mps-uncap,0.2,41.46599769592285,18.05281639099121,28.35392951965332
mps-uncap,0.3,46.39410972595215,22.748947143554688,26.282548904418945
mps-uncap,0.4,42.412757873535156,23.364543914794922,25.72321891784668
