mode,load,0_resnet18-4,1_squeezenet1_0-32,2_squeezenet1_0-8
mps-uncap,0.8,6.9907379150390625,8.013973236083984,6.871795654296875
mps-uncap,0.9,7.279767990112304,7.754144668579101,7.196931838989257
mps-uncap,1.0,7.095191478729248,8.214521408081055,7.029056549072266
mps-uncap,0.5,6.596608161926269,7.352209091186523,6.762099266052248
mps-uncap,0.6,6.7543697357177725,7.4243927001953125,6.82842493057251
mps-uncap,0.7,6.879096031188965,7.87346839904785,6.760127544403076
mps-uncap,0.1,5.33509254455566,6.95596933364868,5.709180831909183
mps-uncap,0.2,5.737915039062506,7.283139228820802,6.073892116546635
mps-uncap,0.3,5.82026481628418,7.374365329742432,6.4263916015625
mps-uncap,0.4,6.33856534957886,7.535772323608398,6.50188207626343
