mode,load,0_resnet18-4,1_squeezenet1_0-32,2_squeezenet1_0-8
mps-uncap,0.8,1.1115074157714844,5.562067031860352,1.7609596252441406
mps-uncap,0.9,1.1186599731445312,5.554676055908203,1.7654895782470703
mps-uncap,1.0,1.116037368774414,5.597114562988281,1.7659664154052734
mps-uncap,0.5,1.108407974243164,5.556344985961914,1.7771720886230469
mps-uncap,0.6,1.1107921600341797,5.559682846069336,1.7750263214111328
mps-uncap,0.7,1.112222671508789,5.545854568481445,1.7621517181396484
mps-uncap,0.1,1.1348724365234375,5.549192428588867,1.7709732055664062
mps-uncap,0.2,1.1196136474609375,5.547523498535156,1.7704963684082031
mps-uncap,0.3,1.1277198791503906,5.559444427490234,1.7635822296142578
mps-uncap,0.4,1.1165142059326172,5.545854568481445,1.7688274383544922
