mode,load,0_resnet18-4,1_squeezenet1_0-32,2_squeezenet1_0-8
mps-uncap,0.8,3.4579038619995117,6.982326507568359,3.587961196899414
mps-uncap,0.9,4.4403076171875,7.319450378417969,4.903197288513184
mps-uncap,1.0,5.212187767028809,7.7724456787109375,5.36954402923584
mps-uncap,0.5,2.8562545776367188,6.139039993286133,2.570509910583496
mps-uncap,0.6,2.8095245361328125,6.397247314453125,2.5838613510131836
mps-uncap,0.7,3.0226707458496094,6.67881965637207,3.0292272567749023
mps-uncap,0.1,3.035306930541992,5.646228790283203,2.729654312133789
mps-uncap,0.2,2.916097640991211,5.643606185913086,2.642512321472168
mps-uncap,0.3,3.004312515258789,5.8335065841674805,2.587556838989258
mps-uncap,0.4,2.927541732788086,6.12950325012207,2.738833427429199
