mode,load,0_resnet18-4,1_squeezenet1_0-32,2_squeezenet1_0-8
mps-uncap,0.8,5.2748918533325195,11.47007942199707,5.526542663574219
mps-uncap,0.9,8.942127227783203,18.628835678100586,9.703993797302246
mps-uncap,1.0,117.30337142944336,93.80221366882324,22.22442626953125
mps-uncap,0.5,3.543376922607422,6.8073272705078125,3.2782554626464844
mps-uncap,0.6,3.9815902709960938,7.186412811279297,3.8564205169677734
mps-uncap,0.7,4.64630126953125,8.728504180908203,4.555940628051758
mps-uncap,0.1,3.1189918518066406,5.709171295166016,2.8181076049804688
mps-uncap,0.2,3.024578094482422,5.72967529296875,2.721071243286133
mps-uncap,0.3,3.1881332397460938,6.134748458862305,2.7000904083251953
mps-uncap,0.4,3.147006034851074,6.520271301269531,2.9571056365966797
