mode,load,0_resnet18-4,1_squeezenet1_0-32,2_squeezenet1_0-8
mps-uncap,0.8,27.121641635894736,42.074069976806605,23.926448822021577
mps-uncap,0.9,64.15514945983882,85.95022678375243,57.535386085510225
mps-uncap,1.0,545.0136470794677,599.8338699340816,136.560833454132
mps-uncap,0.5,8.683462142944325,15.291666984558132,8.467245101928713
mps-uncap,0.6,10.985546112060529,18.315172195434563,11.159150600433351
mps-uncap,0.7,16.509108543396,29.67269897460937,13.466646671295166
mps-uncap,0.1,2.5291633605957005,4.35502529144287,2.4790000915527344
mps-uncap,0.2,3.956899642944348,7.390379905700699,2.8689026832580584
mps-uncap,0.3,5.233254432678223,8.467326164245605,4.705390930175782
mps-uncap,0.4,6.37880563735963,10.642938613891598,5.91458559036258
