mode,load,0_resnet18-4,1_squeezenet1_0-32,2_squeezenet1_0-8
mps-uncap,0.8,6.063699722290039,7.724189758300781,6.252527236938477
mps-uncap,0.9,6.613779067993165,7.582712173461914,6.701350212097168
mps-uncap,1.0,6.6730499267578125,8.06570053100586,6.676054000854492
mps-uncap,0.5,5.257892608642578,7.1582794189453125,5.554080009460449
mps-uncap,0.6,5.53131103515625,7.230472564697266,5.845689773559571
mps-uncap,0.7,5.762624740600588,7.521677017211914,5.930066108703613
mps-uncap,0.1,3.383636474609375,6.450891494750977,3.1835079193115234
mps-uncap,0.2,3.8374423980712917,6.654071807861328,3.9825439453125
mps-uncap,0.3,4.659223556518555,6.817770004272462,4.953479766845703
mps-uncap,0.4,4.9979448318481445,7.027006149291992,5.249547958374023
