mode,load,0_resnet18-4,1_squeezenet1_0-32,2_squeezenet1_0-8
mps-uncap,0.8,626.3985577355722,3234.1660436986294,1124.044585936164
mps-uncap,0.9,705.2632884358796,3692.964004973185,1291.2356021078524
mps-uncap,1.0,778.4841599418975,3983.6110339909073,1427.8873973578
mps-uncap,0.5,392.8718741263961,2007.8605505722721,691.252235001222
mps-uncap,0.6,459.5974557933756,2412.8281729110163,840.465631288072
mps-uncap,0.7,541.5340484228348,2789.8405162156223,983.5253806831562
mps-uncap,0.1,77.76732954742023,418.2496479196427,147.05159544149996
mps-uncap,0.2,154.5020079310418,799.9606142579445,278.1570123272401
mps-uncap,0.3,233.2951242788046,1240.0349438456979,421.9546787652445
mps-uncap,0.4,310.5733560628904,1589.0951752959102,554.5279827410561
