mode,load,0_densenet169-8,1_densenet201-4,2_squeezenet1_0-4
mps-uncap,0.8,40.7106876373291,39.48249816894534,5.5370569229125985
mps-uncap,0.9,85.03201007843019,88.75017166137701,11.613154411315923
mps-uncap,1.0,203.17656993865967,296.6294288635254,66.7685031890869
mps-uncap,0.5,16.57686233520508,16.093683242797848,2.605819702148438
mps-uncap,0.6,17.724180221557614,19.738960266113285,2.654552459716797
mps-uncap,0.7,24.650764465332028,22.67842292785644,3.00748348236084
mps-uncap,0.1,8.167552947998054,5.747079849243164,0.392317771911621
mps-uncap,0.2,11.860585212707521,10.737419128417978,1.3521909713745115
mps-uncap,0.3,13.398313522338865,13.95411491394043,1.882505416870117
mps-uncap,0.4,13.169097900390629,14.059782028198242,2.5664329528808594
