mode,load,0_densenet169-8,1_densenet201-4,2_squeezenet1_0-4
mps-uncap,0.8,176.03588104248047,123.08239936828613,34.181833267211914
mps-uncap,0.9,221.78363800048828,211.409330368042,43.0295467376709
mps-uncap,1.0,425.01187324523926,651.099681854248,127.34436988830566
mps-uncap,0.5,59.30757522583008,63.99655342102051,15.689849853515625
mps-uncap,0.6,83.61005783081055,72.06106185913086,18.712282180786133
mps-uncap,0.7,77.9414176940918,89.71881866455078,19.809961318969727
mps-uncap,0.1,53.818702697753906,56.15234375,6.568193435668945
mps-uncap,0.2,59.99326705932617,74.19848442077637,8.699893951416016
mps-uncap,0.3,57.09648132324219,66.96724891662598,10.832071304321289
mps-uncap,0.4,64.2998218536377,68.56679916381836,14.34946060180664
