mode,load,0_densenet169-8,1_densenet201-4,2_squeezenet1_0-4
mps-uncap,0.8,10.121345520019531,12.088298797607422,1.1754035949707031
mps-uncap,0.9,10.115861892700195,12.183666229248047,1.1649131774902344
mps-uncap,1.0,10.05864143371582,12.494325637817383,1.1744499206542969
mps-uncap,0.5,9.859085083007812,11.884689331054688,1.1668205261230469
mps-uncap,0.6,10.02359390258789,12.165546417236328,1.1625289916992188
mps-uncap,0.7,9.885072708129883,12.037992477416992,1.1725425720214844
mps-uncap,0.1,10.619640350341797,12.013912200927734,1.177072525024414
mps-uncap,0.2,9.981632232666016,11.95073127746582,1.1622905731201172
mps-uncap,0.3,10.164976119995117,11.941909790039062,1.1675357818603516
mps-uncap,0.4,9.843587875366211,11.992216110229492,1.1775493621826172
