mode,load,0_densenet169-8,1_densenet201-4,2_squeezenet1_0-4
mps-uncap,0.8,163.49005699157715,106.2774658203125,31.92138671875
mps-uncap,0.9,208.4062099456787,194.36359405517578,41.03517532348633
mps-uncap,1.0,411.862850189209,634.2353820800781,125.57458877563477
mps-uncap,0.5,49.346923828125,50.29630661010742,14.068365097045898
mps-uncap,0.6,71.57158851623535,59.728384017944336,16.867637634277344
mps-uncap,0.7,65.26398658752441,75.81830024719238,17.665386199951172
mps-uncap,0.1,43.63131523132324,37.90473937988281,4.3544769287109375
mps-uncap,0.2,49.43513870239258,62.009334564208984,6.42085075378418
mps-uncap,0.3,46.83041572570801,54.231882095336914,8.845090866088867
mps-uncap,0.4,53.952693939208984,56.09297752380371,12.831449508666992
