mode,load,0_densenet169-8,1_densenet201-4,2_squeezenet1_0-4
mps-uncap,0.8,17.900466918945312,20.85256576538086,3.298521041870117
mps-uncap,0.9,14.626026153564453,19.595861434936523,3.236055374145508
mps-uncap,1.0,14.465093612670898,20.391225814819336,3.2973289489746094
mps-uncap,0.5,19.169330596923828,22.85933494567871,3.6847591400146484
mps-uncap,0.6,18.980741500854492,21.860599517822266,3.8633346557617188
mps-uncap,0.7,17.141103744506836,21.79551124572754,3.312826156616211
mps-uncap,0.1,30.4720401763916,33.609628677368164,3.301858901977539
mps-uncap,0.2,27.256011962890625,38.057565689086914,3.3464431762695312
mps-uncap,0.3,27.300119400024414,22.984027862548828,3.5169124603271484
mps-uncap,0.4,24.14727210998535,22.59039878845215,3.2570362091064453
