mode,load,0_densenet169-8,1_densenet201-4,2_squeezenet1_0-4
mps-uncap,0.8,10.017871856689453,11.962413787841797,1.1644363403320312
mps-uncap,0.9,10.047674179077148,12.136220932006836,1.1527538299560547
mps-uncap,1.0,9.879589080810547,12.28785514831543,1.1632442474365234
mps-uncap,0.5,9.813547134399414,11.74163818359375,1.1534690856933594
mps-uncap,0.6,9.907007217407227,12.023210525512695,1.1494159698486328
mps-uncap,0.7,9.755849838256836,11.858463287353516,1.161336898803711
mps-uncap,0.1,9.961366653442383,12.000799179077148,1.1627674102783203
mps-uncap,0.2,9.877204895019531,11.83009147644043,1.1513233184814453
mps-uncap,0.3,10.005950927734375,11.876821517944336,1.1560916900634766
mps-uncap,0.4,9.762763977050781,11.9476318359375,1.1641979217529297
