mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_vgg13-4
mps-uncap,0.6,12.73345947265625,11.644124984741211,8.407354354858398
mig,0.6,12.565851211547852,17.795324325561523,12.287616729736328
mps-uncap,0.7,12.451171875,12.433767318725586,8.763790130615234
mig,0.7,10.2386474609375,16.013622283935547,17.39048957824707
mps-uncap,0.8,11.74163818359375,10.793209075927734,14.339208602905273
mig,0.8,13.387680053710938,18.205642700195312,19.112825393676758
mps-uncap,0.9,15.515565872192383,11.981725692749023,11.990547180175781
mig,0.9,18.668174743652344,21.544218063354492,22.362709045410156
mps-uncap,1.0,14.132261276245117,10.596036911010742,7.992982864379883
mig,1.0,11.408090591430664,12.504100799560547,15.382528305053711
mps-uncap,1.1,11.34634017944336,10.732889175415039,8.503198623657227
mig,1.1,12.001991271972656,13.087749481201172,14.706134796142578
mps-uncap,1.2,16.322851181030273,17.27581024169922,15.616178512573242
mig,1.2,13.614654541015625,12.54582405090332,16.785621643066406
mps-uncap,1.3,15.439748764038086,15.395879745483398,10.125398635864258
mig,1.3,18.256664276123047,16.51287078857422,14.940023422241211
