mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_vgg13-4
mps-uncap,0.6,2.1314620971679688,2.210855484008789,2.671957015991211
mig,0.6,3.694295883178711,5.713939666748047,9.634733200073242
mps-uncap,0.7,2.1529197692871094,2.131223678588867,2.6590824127197266
mig,0.7,3.7064552307128906,5.753993988037109,9.647607803344727
mps-uncap,0.8,2.1333694458007812,2.1429061889648438,2.6781558990478516
mig,0.8,3.6897659301757812,5.725860595703125,9.629011154174805
mps-uncap,0.9,2.153635025024414,2.156496047973633,2.684354782104492
mig,0.9,3.7081241607666016,5.749225616455078,9.636640548706055
mps-uncap,1.0,2.2153854370117188,2.3081302642822266,2.685070037841797
mig,1.0,3.8726329803466797,5.9032440185546875,9.6588134765625
mps-uncap,1.1,3.691434860229492,2.5565624237060547,3.0291080474853516
mig,1.1,3.904581069946289,5.959272384643555,9.720325469970703
mps-uncap,1.2,3.0012130737304688,2.6285648345947266,3.069162368774414
mig,1.2,3.9877891540527344,5.924701690673828,9.744882583618164
mps-uncap,1.3,3.029346466064453,2.560853958129883,3.3006668090820312
mig,1.3,3.876924514770508,6.048440933227539,9.720087051391602
