mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_vgg13-4
mps-uncap,0.6,35.32910346984863,32.019615173339844,13.913631439208984
mig,0.6,36.41343116760254,57.87968635559082,85.66856384277344
mps-uncap,0.7,30.150890350341797,25.411605834960938,14.413118362426758
mig,0.7,48.76589775085449,61.25521659851074,131.94680213928223
mps-uncap,0.8,56.24222755432129,29.859542846679688,17.38882064819336
mig,0.8,51.580190658569336,108.05606842041016,165.3280258178711
mps-uncap,0.9,82.89265632629395,39.110660552978516,26.444673538208008
mig,0.9,76.64823532104492,193.99189949035645,314.4536018371582
mps-uncap,1.0,145.45273780822754,73.13823699951172,32.31382369995117
mig,1.0,297.58214950561523,480.5605411529541,488.82532119750977
mps-uncap,1.1,5201.057434082031,160.98356246948242,32.869577407836914
mig,1.1,6708.087205886841,8068.858861923218,9153.70798110962
mps-uncap,1.2,18484.894275665283,170.16029357910156,73.76933097839355
mig,1.2,14515.501260757446,15277.30917930603,14433.120489120483
mps-uncap,1.3,30187.71266937256,270.646333694458,51.88870429992676
mig,1.3,18402.55308151245,19627.222061157227,19370.057821273804
