mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_vgg13-4
mps-uncap,0.6,4.341602325439453,4.21905517578125,3.9093494415283203
mig,0.6,5.76937198638916,8.569002151489258,13.768196105957031
mps-uncap,0.7,4.891633987426758,4.256963729858398,4.125118255615234
mig,0.7,7.126808166503906,10.446310043334961,16.758203506469727
mps-uncap,0.8,5.621910095214844,4.93311882019043,4.3964385986328125
mig,0.8,8.660078048706055,12.506723403930664,20.405888557434082
mps-uncap,0.9,8.749961853027344,5.422115325927734,4.856228828430176
mig,0.9,11.430978775024414,20.409226417541504,36.72385215759277
mps-uncap,1.0,20.11394500732422,7.575750350952148,5.35130500793457
mig,1.0,37.90867328643799,142.6835060119629,118.61515045166016
mps-uncap,1.1,2918.1642532348633,11.643648147583008,5.897045135498047
mig,1.1,3061.3040924072266,3766.0632133483887,5210.652470588684
mps-uncap,1.2,8686.676859855652,18.87655258178711,7.029294967651367
mig,1.2,7058.093547821045,7432.531833648682,7244.812607765198
mps-uncap,1.3,15041.069507598877,61.77365779876709,8.306503295898438
mig,1.3,9193.265914916992,9450.34646987915,9783.15806388855
