mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_vgg13-4
mps-uncap,0.6,2.117156982421875,2.1932125091552734,2.6557445526123047
mig,0.6,3.677845001220703,5.700349807739258,9.60397720336914
mps-uncap,0.7,2.1293163299560547,2.117156982421875,2.627849578857422
mig,0.7,3.6776065826416016,5.698680877685547,9.602069854736328
mps-uncap,0.8,2.1142959594726562,2.12860107421875,2.647876739501953
mig,0.8,3.6737918853759766,5.697488784790039,9.609222412109375
mps-uncap,0.9,2.1309852600097656,2.140045166015625,2.6352405548095703
mig,0.9,3.6857128143310547,5.710124969482422,9.59467887878418
mps-uncap,1.0,2.142190933227539,2.2068023681640625,2.669811248779297
mig,1.0,3.698110580444336,5.741119384765625,9.644031524658203
mps-uncap,1.1,2.2857189178466797,2.5398731231689453,3.013134002685547
mig,1.1,3.836393356323242,5.8746337890625,9.652853012084961
mps-uncap,1.2,2.191781997680664,2.614259719848633,3.039836883544922
mig,1.2,3.8442611694335938,5.883693695068359,9.664297103881836
mps-uncap,1.3,2.3238658905029297,2.547025680541992,3.263711929321289
mig,1.3,3.714323043823242,5.74803352355957,9.651899337768555
