mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_vgg13-4
mps-uncap,0.6,9.366750717163086,8.63807201385498,6.607198715209963
mig,0.6,12.745141983032227,19.25802230834961,32.7910900115967
mps-uncap,0.7,11.509466171264648,8.7094783782959,7.314085960388184
mig,0.7,17.250585556030277,24.023199081420902,39.79380130767823
mps-uncap,0.8,15.068292617797852,10.971498489379881,8.39853286743164
mig,0.8,22.368144989013675,33.114528656005874,53.18171977996826
mps-uncap,0.9,26.04832649230957,12.878370285034181,9.77616310119629
mig,0.9,31.83925151824951,61.270737648010254,133.45422744750974
mps-uncap,1.0,63.25531005859375,21.437597274780273,11.710929870605472
mig,1.0,152.81567573547363,305.4264068603516,322.61257171630865
mps-uncap,1.1,4508.407497406006,37.343788146972656,13.497114181518555
mig,1.1,6074.981546401977,7035.554647445679,8932.8937292099
mps-uncap,1.2,16415.01293182373,53.90288829803468,17.36736297607422
mig,1.2,12939.210653305056,13678.579568862915,12920.578813552856
mps-uncap,1.3,27065.379214286808,170.9014892578125,19.587802886962887
mig,1.3,16577.98490524292,17931.870222091675,17542.023277282715
