mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_vgg13-4
mps-uncap,0.6,5.5509090423583975,4.338026046752928,2.5190830230712895
mig,0.6,8.473038673400879,12.941122055053711,23.020005226135268
mps-uncap,0.7,7.783722877502442,4.608678817749023,3.015756607055664
mig,0.7,12.945604324340824,17.72971153259278,29.92367744445801
mps-uncap,0.8,11.345863342285156,6.468391418457031,3.8431882858276367
mig,0.8,18.094539642333988,26.76844596862796,43.43063831329347
mps-uncap,0.9,22.05376625061034,8.448982238769533,4.988145828247071
mig,0.9,27.64904499053955,54.90610599517822,123.56400489807127
mps-uncap,1.0,59.10539627075201,16.68920516967775,6.690740585327152
mig,1.0,148.70300292968759,299.30548667907726,312.7691984176636
mps-uncap,1.1,4504.692077636719,32.49268531799317,8.504533767700199
mig,1.1,6069.994497299193,7029.42156791687,8923.075747489931
mps-uncap,1.2,16410.496878623962,48.793935775756836,12.031078338623047
mig,1.2,12934.951829910278,13671.951532363892,12910.580706596375
mps-uncap,1.3,27059.688639640808,166.10357761383057,14.337110519409176
mig,1.3,16573.887729644775,17924.410581588745,17532.194423675537
