mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_vgg13-4
mps-uncap,0.6,0.034809112548828125,0.03218650817871094,0.030279159545898438
mig,0.6,1.3599395751953125,1.993417739868164,3.9108991622924805
mps-uncap,0.7,1.0001659393310547,0.028848648071289062,0.02765655517578125
mig,0.7,2.931833267211914,4.254817962646484,6.964325904846191
mps-uncap,0.8,2.056717872619629,0.030755996704101562,0.01811981201171875
mig,0.8,4.485130310058594,6.222963333129883,10.545134544372559
mps-uncap,0.9,4.929065704345703,0.8358955383300781,0.017881393432617188
mig,0.9,7.308602333068848,14.123082160949707,26.882410049438477
mps-uncap,1.0,16.142725944519043,3.10516357421875,0.020265579223632812
mig,1.0,33.77854824066162,136.4154815673828,108.82854461669922
mps-uncap,1.1,2914.731979370117,6.865262985229492,0.621795654296875
mig,1.1,3057.368040084839,3759.6590518951416,5200.839638710022
mps-uncap,1.2,8681.007027626038,13.87012004852295,1.9602775573730469
mig,1.2,7053.908586502075,7425.897121429443,7234.9313497543335
mps-uncap,1.3,15033.9515209198,56.83696269989014,3.0601024627685547
mig,1.3,9188.868284225464,9444.20075416565,9773.330926895142
