mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,16.36698007583618,8.2338809967041,7.56942272186278
mps-uncap,0.9,16.390440464019772,7.427699565887449,6.5466427803039595
mps-uncap,1.0,18.557441234588623,6.068177223205566,5.879735946655273
mps-uncap,0.5,18.885264396667484,8.88519287109375,7.238149642944327
mps-uncap,0.6,15.953040122985838,8.227481842041012,7.423346042633049
mps-uncap,0.7,19.119119644165046,8.75126600265503,7.243821620941167
mps-uncap,0.1,28.577289581298828,10.430612564086905,7.056093215942383
mps-uncap,0.2,27.821767330169674,10.057263374328612,7.59273052215576
mps-uncap,0.3,22.024698257446293,9.635932445526123,7.490360736846932
mps-uncap,0.4,20.986201763153066,8.839883804321289,7.991437911987306
