mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,15.148425102233887,6.402254104614258,5.693674087524414
mps-uncap,0.9,15.5059814453125,6.455373764038086,5.721020698547363
mps-uncap,1.0,18.08323860168457,5.873203277587891,5.650711059570313
mps-uncap,0.5,15.941905975341797,6.47735595703125,5.755424499511719
mps-uncap,0.6,14.3585205078125,6.302213668823242,5.554533004760742
mps-uncap,0.7,17.58432388305664,6.331396102905274,5.352520942687988
mps-uncap,0.1,27.83184051513672,9.764862060546875,5.761861801147461
mps-uncap,0.2,22.442340850830078,9.578490257263184,5.821514129638672
mps-uncap,0.3,20.3946590423584,8.636474609375002,5.825161933898926
mps-uncap,0.4,16.49258136749268,7.278966903686524,5.937480926513673
