mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,19.015073776245117,10.70547103881836,9.419918060302734
mps-uncap,0.9,17.533302307128906,10.628461837768555,9.293317794799805
mps-uncap,1.0,20.769834518432617,9.205102920532227,9.209871292114258
mps-uncap,0.5,22.282838821411133,10.684728622436523,9.360790252685547
mps-uncap,0.6,19.44446563720703,10.15329360961914,9.224891662597656
mps-uncap,0.7,22.185087203979492,10.773420333862305,9.84644889831543
mps-uncap,0.1,32.205820083618164,12.218713760375977,10.014533996582031
mps-uncap,0.2,30.60460090637207,11.499881744384766,9.746313095092773
mps-uncap,0.3,27.110576629638672,11.73257827758789,10.221242904663086
mps-uncap,0.4,23.391008377075195,9.602785110473633,10.911226272583008
