mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,140.19155502319336,82.20577239990234,145.2345848083496
mps-uncap,0.9,314.1782283782959,273.8015651702881,2342.912197113037
mps-uncap,1.0,1317.0959949493408,488.3735179901123,8461.598634719849
mps-uncap,0.5,47.994136810302734,28.642892837524414,45.55988311767578
mps-uncap,0.6,53.88689041137695,34.51681137084961,39.1690731048584
mps-uncap,0.7,144.24872398376465,54.53777313232422,44.41714286804199
mps-uncap,0.1,36.673545837402344,26.198148727416992,7.683038711547852
mps-uncap,0.2,31.281709671020508,26.62491798400879,12.788534164428711
mps-uncap,0.3,42.17982292175293,24.383544921875,16.16048812866211
mps-uncap,0.4,42.481184005737305,22.893190383911133,24.94359016418457
