mode,load,0_densenet121-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,11.768341064453125,4.119634628295898,3.2486915588378906
mps-uncap,0.9,11.816263198852539,4.044532775878906,3.262758255004883
mps-uncap,1.0,12.124061584472656,4.141330718994141,3.2377243041992188
mps-uncap,0.5,11.956453323364258,4.050254821777344,3.144979476928711
mps-uncap,0.6,11.945486068725586,4.095554351806641,3.2379627227783203
mps-uncap,0.7,11.914730072021484,4.009246826171875,3.2422542572021484
mps-uncap,0.1,12.022972106933594,4.146099090576172,3.475189208984375
mps-uncap,0.2,11.96742057800293,4.100799560546875,3.245115280151367
mps-uncap,0.3,11.48843765258789,4.045724868774414,3.2320022583007812
mps-uncap,0.4,11.743545532226562,3.9975643157958984,3.2279491424560547
