mode,load,0_efficientnet_b6-4,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_vgg13-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
