mode,load,0_efficientnet_b6-4,1_mobilenet_v2-32,2_mobilenet_v3_small-4,3_vgg13-32
mps-uncap,1.0,35.880388024103844,1135.3740281043024,186.40681069217936,1723.9032390694733
