mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,0.6,43.39170455932617,13.116836547851562,15.10477066040039
mig,0.6,78.74822616577148,12.487411499023438,11.483192443847656
mps-uncap,0.7,46.102285385131836,15.228986740112305,12.316703796386719
mig,0.7,66.14065170288086,13.196706771850586,14.004230499267578
mps-uncap,0.8,37.61172294616699,16.234159469604492,14.570951461791992
mig,0.8,65.37508964538574,8.496284484863281,6.732463836669922
mps-uncap,0.9,39.8716926574707,14.6636962890625,14.608144760131836
mig,0.9,70.04475593566895,6.983280181884766,10.272026062011719
mps-uncap,1.0,41.53800010681152,14.643669128417969,21.103382110595703
mig,1.0,71.64120674133301,9.913206100463867,10.462760925292969
mps-uncap,1.1,39.8859977722168,16.499042510986328,17.878055572509766
mig,1.1,65.37628173828125,7.587194442749023,10.497570037841797
mps-uncap,1.2,44.281005859375,16.73412322998047,22.908687591552734
mig,1.2,72.09539413452148,9.259939193725586,9.81450080871582
mps-uncap,1.3,43.4412956237793,20.452022552490234,21.76833152770996
mig,1.3,69.51570510864258,11.929988861083984,14.106273651123047
