mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,0.6,31.25762939453125,4.087924957275391,1.9409656524658203
mig,0.6,61.03801727294922,3.9491653442382812,2.045154571533203
mps-uncap,0.7,31.345844268798828,4.180192947387695,1.959085464477539
mig,0.7,60.996055603027344,4.006385803222656,2.0685195922851562
mps-uncap,0.8,32.178640365600586,4.127264022827148,1.9702911376953125
mig,0.8,61.04874610900879,3.984212875366211,2.069234848022461
mps-uncap,0.9,34.160614013671875,4.021883010864258,2.0151138305664062
mig,0.9,61.01417541503906,4.065752029418945,2.0737648010253906
mps-uncap,1.0,32.43255615234375,4.17637825012207,3.1778812408447266
mig,1.0,61.34200096130371,4.048585891723633,2.040386199951172
mps-uncap,1.1,34.09838676452637,4.081249237060547,2.1123886108398438
mig,1.1,61.64288520812988,4.073381423950195,2.0754337310791016
mps-uncap,1.2,34.02256965637207,5.207061767578125,2.7594566345214844
mig,1.2,61.86938285827637,4.245996475219727,2.14385986328125
mps-uncap,1.3,32.4702262878418,6.410360336303711,2.5169849395751953
mig,1.3,61.42592430114746,4.157781600952148,2.1152496337890625
