mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,0.6,35.33530235290527,4.252195358276367,2.048969268798828
mig,0.6,62.09516525268555,4.052400588989258,2.0933151245117188
mps-uncap,0.7,35.01570224761963,4.307031631469727,2.0415782928466797
mig,0.7,61.87796592712402,4.084110260009766,2.106189727783203
mps-uncap,0.8,33.31327438354492,4.2247772216796875,2.0225048065185547
mig,0.8,61.873674392700195,4.062652587890625,2.106189727783203
mps-uncap,0.9,35.08472442626953,4.119396209716797,2.0492076873779297
mig,0.9,61.78402900695801,4.146814346313477,2.1049976348876953
mps-uncap,1.0,33.39648246765137,4.250526428222656,2.0432472229003906
mig,1.0,61.83290481567383,4.091024398803711,2.067089080810547
mps-uncap,1.1,35.23671627044678,4.338979721069336,2.1088123321533203
mig,1.1,61.6527795791626,4.066944122314453,2.0933151245117188
mps-uncap,1.2,35.20965576171875,4.501461982727051,2.346515655517578
mig,1.2,61.600446701049805,4.1446685791015625,2.104520797729492
mps-uncap,1.3,33.48684310913086,4.525542259216309,2.126336097717285
mig,1.3,61.69486045837402,4.157781600952148,2.106904983520508
