mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,0.6,75.09390830993652,38.55789661407471,41.682615280151495
mig,0.6,244.94094848632844,19.959063529968258,9.581255912780763
mps-uncap,0.7,92.47201204299931,114.7447609901427,97.9538083076477
mig,0.7,373.6707592010496,25.851731300354,14.396169185638419
mps-uncap,0.8,92.02401161193862,1205.1306009292598,1519.9631261825562
mig,0.8,556.7549228668208,45.94994783401487,17.54766941070557
mps-uncap,0.9,158.4683871269226,8818.132634162903,7984.97428894043
mig,0.9,934.1957569122314,95.39629936218262,33.435487747192376
mps-uncap,1.0,139.1982460021973,20860.153856277466,25883.67382287979
mig,1.0,2907.9023361206055,1277.1858358383179,117.36315727233887
mps-uncap,1.1,131.03739261627197,28231.904435157776,28231.881337165833
mig,1.1,12537.962410449982,8430.572018623352,5439.094631671905
mps-uncap,1.2,167.6840686798097,34994.55850601196,36467.33853816986
mig,1.2,15467.156076431274,16795.158059597015,12841.95200920105
mps-uncap,1.3,222.46457099914593,41717.532348632805,46137.196481227875
mig,1.3,22922.153148651123,22407.88491725922,18108.422098159794
