mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,0.6,31.220197677612305,4.063129425048828,1.9147396087646484
mig,0.6,60.70280075073242,3.902912139892578,2.0227432250976562
mps-uncap,0.7,31.325817108154297,4.132270812988281,1.9257068634033203
mig,0.7,60.86277961730957,3.9708614349365234,2.038240432739258
mps-uncap,0.8,31.155109405517578,4.063606262207031,1.9297599792480469
mig,0.8,61.00630760192871,3.9548873901367188,2.0399093627929688
mps-uncap,0.9,34.12222862243652,3.9544105529785156,1.9352436065673828
mig,0.9,60.87183952331543,4.024505615234375,2.0422935485839844
mps-uncap,1.0,29.52289581298828,4.059553146362305,1.922607421875
mig,1.0,60.967445373535156,3.9932727813720703,2.009153366088867
mps-uncap,1.1,31.12006187438965,4.010200500488281,1.924753189086914
mig,1.1,60.803890228271484,3.959178924560547,2.033233642578125
mps-uncap,1.2,29.90412712097168,4.028797149658203,1.9693374633789062
mig,1.2,60.788869857788086,4.043817520141602,2.044677734375
mps-uncap,1.3,32.45186805725098,4.0607452392578125,1.9273757934570312
mig,1.3,60.74023246765137,4.050493240356445,2.0346641540527344
