mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,0.6,33.30736160278321,20.706748962402344,17.436695098876953
mig,0.6,134.18102264404297,8.906722068786621,4.267930984497069
mps-uncap,0.7,42.55752563476561,53.596901893615716,48.64623546600342
mig,0.7,225.9048461914063,12.08100318908692,6.055784225463868
mps-uncap,0.8,44.28400993347169,1069.6567058563232,1384.5448970794678
mig,0.8,343.0992603302002,20.92874050140381,9.5461368560791
mps-uncap,0.9,64.99602794647221,8534.904098510742,7472.40948677063
mig,0.9,456.9587707519531,49.52445030212402,16.705036163330078
mps-uncap,1.0,57.5394630432129,18693.084192276,23254.62555885315
mig,1.0,2311.7105960845947,987.9115104675293,68.30224990844727
mps-uncap,1.1,69.69504356384277,25702.5363445282,25727.80566215515
mig,1.1,11537.73889541626,7607.097578048706,4843.597745895386
mps-uncap,1.2,90.42062759399417,31963.185930252075,33431.27198219299
mig,1.2,14289.030075073242,15331.788063049316,11661.431121826172
mps-uncap,1.3,85.07552146911625,38010.03692150116,42104.77077960968
mig,1.3,21001.79433822632,20330.63611984253,16498.92711639405
