mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,0.6,68.86639595031741,25.82535743713379,20.573139190673835
mig,0.6,195.6040859222412,12.961721420288088,6.396913528442383
mps-uncap,0.7,77.55460739135741,58.9612007141113,51.32465362548828
mig,0.7,287.5712871551514,16.158103942871094,8.179450035095217
mps-uncap,0.8,77.9798030853272,1075.1978397369387,1387.1341705322266
mig,0.8,406.1150550842288,25.002121925354004,11.686563491821287
mps-uncap,0.9,100.48415660858156,8539.802312850952,7474.6856689453125
mig,0.9,518.4981822967529,53.67915630340579,18.8291072845459
mps-uncap,1.0,91.07227325439453,18698.92921447754,23256.947827339172
mig,1.0,2373.6495971679688,992.0315265655519,70.35408020019531
mps-uncap,1.1,105.22074699401857,25707.0152759552,25729.778385162354
mig,1.1,11601.027989387512,7611.194562911987,4845.71259021759
mps-uncap,1.2,125.663709640503,31967.344880104065,33433.951473236084
mig,1.2,14353.330373764038,15335.96007823944,11663.551330566406
mps-uncap,1.3,118.56322288513184,38014.86461162567,42111.36865615845
mig,1.3,21063.291025161743,20334.892272949222,16501.000070571907
