mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,0.6,130.54633140563965,63.86399269104004,88.0744457244873
mig,0.6,288.5594367980957,32.987356185913086,23.024559020996094
mps-uncap,0.7,130.80239295959473,176.47933959960938,147.7193832397461
mig,0.7,499.19724464416504,48.224687576293945,32.48143196105957
mps-uncap,0.8,148.04315567016602,1278.8372039794922,1571.0256099700928
mig,0.8,747.2643852233887,61.54274940490723,26.163339614868164
mps-uncap,0.9,213.06657791137695,8977.105855941772,8202.255725860596
mig,0.9,1046.4239120483398,134.1073513031006,44.37446594238281
mps-uncap,1.0,208.4369659423828,20989.238500595093,26110.201835632324
mig,1.0,3070.006847381592,1328.7997245788574,147.73893356323242
mps-uncap,1.1,186.1405372619629,28437.278509140015,28437.007665634155
mig,1.1,12653.455018997192,8474.088668823242,5482.04231262207
mps-uncap,1.2,212.41235733032227,35507.49897956848,37061.16008758545
mig,1.2,15630.953550338745,16983.848333358765,12909.904956817627
mps-uncap,1.3,368.1936264038086,42052.97040939331,46474.0207195282
mig,1.3,23075.037479400635,22624.409914016724,18362.288236618042
