mode,load,0_efficientnet_b5-32,1_mobilenet_v2-2,2_resnet18-2
mps-uncap,0.6,173.93803596496582,69.26727294921875,90.50726890563965
mig,0.6,350.02613067626953,36.93747520446777,25.089025497436523
mps-uncap,0.7,165.6503677368164,180.73749542236328,150.65908432006836
mig,0.7,562.7648830413818,52.23703384399414,34.548282623291016
mps-uncap,0.8,181.40864372253418,1283.2508087158203,1573.0760097503662
mig,0.8,811.2826347351074,65.57607650756836,28.27286720275879
mps-uncap,0.9,248.15130233764648,8981.926441192627,8205.392360687256
mig,0.9,1108.1607341766357,138.26322555541992,46.45943641662598
mps-uncap,1.0,241.84274673461914,20993.383407592773,26131.30521774292
mig,1.0,3131.3223838806152,1332.8437805175781,150.2702236175537
mps-uncap,1.1,221.34017944335938,28451.786279678345,28454.885721206665
mig,1.1,12717.324018478394,8478.143215179443,5484.1248989105225
mps-uncap,1.2,247.6792335510254,35524.23310279846,37084.068775177
mig,1.2,15694.704294204712,16988.027095794678,12917.321920394897
mps-uncap,1.3,401.6003608703613,42068.94087791443,46495.29194831848
mig,1.3,23136.10005378723,22628.540754318237,18376.394510269165
