mode,load,0_vgg16-2,1_vgg16-2
mig,0.1,3.2787322998046875,3.998875617980957
mig,0.2,3.2510757446289062,3.985166549682617
mig,0.3,3.225088119506836,3.972291946411133
mig,0.4,3.175497055053711,3.9136409759521484
mig,0.5,3.160238265991211,3.8704872131347656
mig,0.6,3.1163692474365234,3.8385391235351562
mig,0.7,3.1075477600097656,3.8318634033203125
mig,0.8,3.11279296875,3.8390159606933594
mig,0.9,3.1337738037109375,3.8657188415527344
mig,1.0,3.157377243041992,3.8979053497314453
